x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,mode
-2.004439902948111474e+00,1.131893455430367235e+00,-5.752374659339826168e-01,-1.022796784161269290e+00,1.374491124326587821e+00,-3.093983627285158189e+00,1.217717643440057396e+00,-2.195931261552215297e+00,-8.142523011986541048e-01,1.168864406626607122e-01,-2.296491921760957844e+00,2.000000000000000000e+00
-1.977315968628128307e+00,-2.225648096277960675e-01,-7.813896818297821900e-01,-5.412931885769853291e-02,-8.994661139565137686e-01,-3.419616428730780644e-01,-7.335741733899168171e-01,-2.728156527335960924e-01,-1.105849335377982801e+00,1.211069032067391582e+00,-1.209597168839012138e+00,2.000000000000000000e+00
2.822177296781203451e-02,3.134095901823308883e-01,-8.342849172753880049e-01,1.182198879931425139e+00,2.105022246754311599e+00,5.455263934875876908e-01,-1.406008606661586668e+00,7.842818409198842877e-01,4.955811568625038688e-01,5.757643821143773044e-01,3.112858200130925734e-01,2.000000000000000000e+00
-6.471322311643447067e-01,2.251677397752163134e+00,7.478909320356565971e-01,-8.295028770796425421e-01,3.509549010113998113e-01,2.843558224274959634e-01,1.308332814411438783e+00,1.149341794783729886e+00,-1.832059455167746709e+00,1.242217781666693777e-01,-7.617972418179683736e-01,2.000000000000000000e+00
8.535739588109707565e-01,9.426933364676448601e-01,1.192698245241275989e+00,2.894331275936697256e+00,-8.076466292823295534e-01,8.791219461517125744e-01,6.685885338838757352e-01,3.014140226688400981e-01,7.403412427995847978e-01,1.496546539320771974e+00,-1.648733700042990469e+00,2.000000000000000000e+00
4.445563188429472845e+00,1.450610859825327559e+00,2.552391311898290382e+00,1.325503436028911519e+00,4.225107150174949311e+00,6.601842123187998679e-01,-2.457046376284431233e+00,2.377218340893938908e+00,1.008110043326988725e+00,2.928249477934777634e+00,-4.120415137255983296e-01,2.000000000000000000e+00
-1.368227963990463758e+00,1.039745388754349298e+00,6.447711865472117720e-01,1.218168482370867584e-01,1.964917369372564115e+00,-7.721677980201362423e-01,-2.538417301588830277e+00,1.835949197950029754e+00,7.132730243366726397e-03,1.463666135799002843e+00,-6.497882823319286461e-01,2.000000000000000000e+00
3.181124467861645932e+00,-1.663524034371427485e+00,2.579378611187201464e+00,-1.539231009098172009e+00,-2.343549188832616093e+00,-3.373256953120218338e-01,-1.357221214388465713e-01,-1.255467160685092010e+00,9.080392034363558018e-01,-2.945236402809962240e+00,2.735762169245628872e+00,2.000000000000000000e+00
-2.395599440567766358e-01,2.638185953503309644e+00,3.457660490528461139e+00,2.055786245888417074e+00,1.826128128342028090e+00,1.262869492461738075e+00,-1.517568128136898453e+00,1.992516818115102339e-01,5.076310397725911638e-01,-2.356921585015434306e-01,-1.653688498127323450e-02,2.000000000000000000e+00
1.064679064054531610e+00,1.377070341882270288e+00,1.588402970818709292e+00,3.435480032772004200e-01,-4.019510025415073962e+00,9.567907621572735444e-01,1.500795841580089496e+00,-1.833049350192623717e-01,2.002158759471470262e+00,-2.083466986795891263e+00,1.475816953701307943e+00,2.000000000000000000e+00
