x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,mode
-2.522966799642121227e-01,5.775999824158339901e-01,-5.939752634736647496e-02,6.541687413974289766e-01,1.815614611049317206e+00,-3.627534709579466332e-01,-3.101322254415916913e-01,5.528511205220937308e-01,2.306845101351135130e-01,1.295059716435960517e+00,1.098568929959498508e+00,1.000000000000000000e+00
-6.761652611430100102e-01,-1.717401592426817114e-01,7.949419848936991606e-01,1.096086801166663571e+00,-1.335530605563233664e+00,-7.354296965408019249e-01,-9.236044575504138709e-01,1.725287425690079646e+00,-3.103006280337078926e-01,-1.915938675650213086e-01,1.646861310332125017e-01,1.000000000000000000e+00
1.316966857036210969e+00,6.494970280674758900e-01,-8.480040815230123485e-02,-1.478425858057452469e-01,-3.438530058592366156e-01,1.617235118700172114e+00,8.194754464257207882e-01,3.491461079495648545e-01,3.331351640523413371e-01,5.705098288771836001e-01,-3.286580357744913194e-01,1.000000000000000000e+00
-2.615248348672575829e-01,-9.178008411409973588e-01,-9.152213382582964629e-02,-5.812639072381041716e-01,1.407735834526208984e+00,8.299032295594217512e-01,-2.527861825130413992e-02,-6.553512857670384939e-01,-5.122817830772696812e-01,-1.032371052506408704e+00,-1.029155731566736787e+00,1.000000000000000000e+00
-5.325383256357795608e-02,5.032310047176005163e-01,-1.251119854466947290e+00,2.142220302946458432e-01,-2.019311019810661190e+00,-2.166889177276305034e+00,1.298625149130856749e-01,6.117093813034440997e-01,1.560479617902371385e-01,-2.134417520684129599e+00,-9.144790112150087413e-01,1.000000000000000000e+00
-9.501428396203468463e-01,-5.392175127747926844e-01,4.492838695125921100e-02,2.964411964857648352e-01,-6.703469193853925367e-02,-1.352204640510455413e-01,-9.899242698164546495e-01,-4.059018769098117763e-01,-1.134621929289924447e+00,-4.410615466836111387e-01,-1.059184520333677909e-01,1.000000000000000000e+00
-9.092934397831679491e-03,-8.575343529706995760e-01,2.184766388151131444e-01,-9.086440801756617835e-01,1.165206009667463016e+00,3.843504903002679662e-01,-1.527251691468133887e-01,2.798496653901373366e-01,-1.957810746128850476e-01,1.642138699556948689e+00,7.379703074245349548e-01,1.000000000000000000e+00
-1.275419205616523444e+00,2.679618757951204855e-01,-2.275663651166679902e+00,3.941695087621645555e-01,-2.072048982007149931e+00,4.350827272614217200e-01,7.348037058221249529e-01,-5.997636443074756407e-01,-3.664068752877747137e-01,1.106448961130431785e+00,1.010440760411680960e+00,1.000000000000000000e+00
1.308428878695166331e+00,1.275019985903233621e+00,2.094277285294548763e-01,4.087536868898784120e-02,-1.979675825484748242e-01,-7.708745817404690781e-01,-1.014332533838648853e+00,5.574965560372174833e-01,1.858990288575525784e-01,8.228495484419156014e-01,2.339377441890435894e-01,1.000000000000000000e+00
-7.269309006895691150e-01,-1.073678150429808076e+00,1.092022024416442694e+00,-2.299133603534695147e-01,1.316112709482033072e+00,2.811617727031972547e-01,5.295289834499256054e-01,1.227206559839646438e-01,-5.244065641721158411e-01,-1.627706845857098683e-01,2.895594192848561788e-01,1.000000000000000000e+00
-4.547065906399123114e-01,-2.486517267556740962e-01,-1.439911218804575954e+00,-1.059974932388156432e+00,1.869498386808902124e+00,-5.334488374384745990e-01,9.560313923519233592e-01,-5.352347932138259434e-01,1.134848201566454495e+00,1.462272717666961874e+00,1.048823401423556900e+00,1.000000000000000000e+00
-2.737221118742427239e-01,-5.173017668579606987e-01,-1.808797398464203177e+00,3.955578330584727520e-01,-7.261130040836370758e-02,6.464058249621694799e-03,7.538247322030687814e-01,-3.883055910548402490e-01,-7.805461551160879363e-01,8.998184717278513711e-02,3.549858370611447822e-01,1.000000000000000000e+00
-1.250295875200519324e+00,-1.044587521193088175e+00,1.095097327875686366e+00,-6.390410787809467363e-01,5.311288292538159928e-01,1.348378950864985437e-01,1.392891588968744043e-01,1.839819896802072086e-01,5.245031322992034228e-01,-3.000523430211275017e-02,9.649367950450343789e-02,1.000000000000000000e+00
-2.117696166176668282e-01,2.965195930699550050e-02,1.150348275284378330e+00,7.666303163957215450e-01,6.604615578415247157e-01,-2.743315365342737233e-01,1.359107881750386548e+00,-7.048419245863359883e-01,1.124708770975506811e+00,2.915910929391965500e-01,1.176899790371203292e+00,1.000000000000000000e+00
5.407658165484248158e-01,6.931796701115398029e-01,9.551928261884364835e-01,1.140779513692250058e+00,-3.735695451017632673e-01,1.695988374435103196e+00,1.560326387694034533e+00,-3.963974278613378033e-01,5.890398187292270604e-01,-3.087787481048708815e-01,3.659102593794966857e-02,1.000000000000000000e+00
1.992076421820601517e+00,1.339544762313223281e+00,-7.593985976906519886e-01,-1.362141312915676750e+00,7.507502664869295517e-01,-8.053821797496886203e-01,2.906596223248960609e-01,-8.259333122184152609e-01,-1.475386925364704949e+00,1.939466961463743644e+00,1.345737915610763613e+00,1.000000000000000000e+00
2.340491580947690886e-01,6.698249276101160554e-02,-1.955752131664586224e-01,3.745021552376400636e-02,-9.909567836579554756e-01,-1.475361280984563539e+00,5.634284555252505600e-02,6.688304054649605312e-01,-1.480827493773129389e+00,-7.274354003469158947e-01,1.520316919425887259e-01,1.000000000000000000e+00
